,Title,PatentNumber,publishDate,language,pages,region,na
136," Preparing porcine deltacoronavirus recombinant N protein comprises e.g. carrying out amplification of PDCoV N gene fragment performing reverse transcribing cDNA of PDCoV, and amplifying the PDCoV N gene PCR.",CN109651488-A,2019,Chinese,6,China,CN
137," Preparing coronavirus-resistant cloned pig based on CRISPR/Cas9 gene editing technology comprises e.g. obtaining gRNA sequence specifically targeting the exon 2 and exon 3 of the pAPN gene, and preparing CRISPR/Cas9 targeting vector.",CN109628494-A,2019,Chinese,6,China,CN
138," Antibody or its antigen-binding fragment is specifically binding to CDRL1, CDRL2, CDRL3, CDRH1, CDRH2, and spike S2 protein including variable domain of heavy chain including CDRH3 having sequence of the MERS coronavirus.",KR1969696-B1,2019,,8,World,KR
139, New nucleic acid reagent useful for preparing a kit for detecting a respiratory infection pathogen.,CN109609692-A,2019,Chinese,6,China,CN
140," Detecting porcine delta coronavirus TaqMan fluorescence quantitatively by reverse transcription polymerase chain reaction comprises e.g. fluorescence quantification of porcine delta coronavirus primer and probe designing, and performing.",CN109609691-A,2019,Chinese,9,China,CN
141," Producing vaccine immunogen candidate, involves performing biochemical or structural analysis to identify and select regions in recombinant viral envelope protein, introducing dityrosine cross-links, and performing assay.",US2019105368-A1,2019,English,6,World,US
142," Lateral flow device for detecting target nucleic acid in sample, comprises substrate, clustered regularly interspaced short palindromic repeat effector system, detection construct, and capture regions comprising binding agents.",WO2019071051-A1,2019,English,6,World,WO
143, Detecting porcine delta coronavirus based on real-time fluorescent reverse transcription recombinase-mediated strand replacement nucleic acid amplification technology comprises extracting PDCoV viral RNA as template RNA.,CN109593889-A,2019,Chinese,7,China,CN
144," New immune cell or its immune cell population useful in composition for preventing or treating disease chosen from cancer, infectious disease, immune disease, and allergic disease, expresses immune receptor and agent.",WO2019067805-A1,2019,English,9,World,WO
145," New nucleic acid molecule useful in composition for preventing or treating disease, preferably Middle East Respiratory Syncytial Coronavirus infection in mammal, preferably human.",WO2019067671-A1,2019,English,5,World,WO
146," NC fusion protein used for MERS-coronavirus diagnosis, comprises N-terminal domain fragment and C-terminal domain fragment of nucleocapsid protein of Middle East respiratory syndrome coronavirus.",KR2019035542-A,2019,,1,World,KR
147, New real-time fluorescent quantitative PCR detection primers and probes useful in reagent for identifying variant porcine epidemic diarrhea virus (PEDV) and transmissible gastroenteritis coronavirus (TGEV).,CN109554508-A,2019,Chinese,6,China,CN
148," Isolated porcine astrovirus comprises nucleotide sequence, or the complementary strand, an ORF2 nucleic acid sequence, ORF2 nucleic acid sequence encoding an ORF2 polypeptide, ORF1a nucleic acid sequence, or complementary strand.",EP3460053-A1,2019,English,8,World,EP
149," Simultaneously detecting four porcine coronaviruses reverse transcriptase PCR primers comprising e.g. porcine hemagglutinating encephalomyelitis virus, porcine epidemic diarrhea virus, transmissible gastroenteritis virus.",CN109517926-A,2019,Chinese,4,China,CN
150," New substituted pyrrolo(2,1-f)(1,2,4)triazin-4-ylamine compounds used to treat e.g. Picornaviridae viral infection, Flaviviridae viral infection, Hepacivirus infection, Pneumoviridae viral infection and Coronaviridae viral infection.",WO2019053696-A1,2019,English,3,World,WO
151," Amide derivative for treating calpain-mediated disorder in subject, comprises alpha-ketoamide linkage which is terminated on each end by amino acid.",US2019085024-A1,2019,English,1,World,US
152, Composition used to treat viral infection e.g. herpes simplex virus 2 infection and HIV infection comprises electrospun fiber having surface and biological adhesive moiety conjugated to surface of electrospun fiber.,US2019083569-A1,2019,English,4,World,US
153," New nested PCR primer for detecting porcine acute diarrhea coronavirus, comprising coat primer comprising upstream primer and downstream primer and inner primer comprising upstream primer and downstream primer.",CN109439799-A,2019,Chinese,4,China,CN
154," Pharmaceutical composition useful for prophylaxing or treating infection in user, comprises targeted antiviral component or targeted anti-bacterial, and non-targeted anti-microbial or anti-inflammatory and carrier, diluent or excipient.",WO2019046664-A1,2019,English,9,World,WO
155, Use of polypeptide comprising specific amino acid sequence as medicament to treat dyslipidemia or disease associated with dyslipidemia i.e. cardiovascular disease.,WO2019043201-A1,2019,English,0,World,WO
156, TEST SYSTEM FOR DETECTION OF THE VIRUS GENOME OF PARAINFLUENZA 3 TYPES AT CATTLE WITH A MULTIPLEX POLYMERASE CHAIN REACTION WITH FLUORESCENT DETECTION IN REAL TIME MODE.,RU2681473-C1,2019,Russian,0,World,RU
157," Use of 1,4-dihydroquinoline-based compound in pharmaceutical composition and for manufacturing medicine for blocking interaction of signal regulatory protein with cluster of differentiation 47 and inhibiting tumors.",WO2019042470-A1,2019,Chinese,1,World,WO
158, Producing aptamer used for treating influenza virus infection by contacting surrogate virus expressing target protein on envelope of virus with nucleic acid library by modified systematic evolution of ligands by exponential enrichment.,WO2019039863-A2,2019,,6,World,WO
159, New kit useful for specifically detecting a middle east respiratory syndrome coronavirus in a sample.,CN109371174-A,2019,Chinese,8,JiangSu,CN
160, Use of conivaptan hydrochloride in preparation of medicine for inhibiting feline coronavirus and treating feline infectious peritonitis.,CN109364083-A,2019,Chinese,7,China,CN
161," Generating broadly neutralizing antibodies against a virus, comprises sequentially administering viral antigen from virus for which protection is sought over at least two administration round.",WO2019035972-A1,2019,English,6,World,WO
162," Detecting microorganisms by RNA capture small RNA sequencing comprises e.g. extracting total RNA in biological sample, carrying out enzyme digestion or physical breaking to obtain fragment RNA and hybridizing with DNA probe with marker.",CN109355365-A,2019,Chinese,6,China,CN
163," Preventing, treating or reducing effects of filovirus, flavivirus or coronavirus comprises administering acyclic fleximer nucleoside analog comprising e.g. 2-(((4-(2-amino-4-methoxypyrimidin-5-yl)-1H-imidazol-1-yl)) methoxy)) ethyl acetate.",WO2019027501-A1,2019,English,3,World,WO
164," Immunogenic composition for reducing the incidence of or severity of a clinical sign or symptom of infection by a tick-borne pathogen, comprises an inactivated hole cell bacteria, e.g. Rickettsia, Ehrlichia, and Anaplasma.",WO2019027670-A1,2019,English,6,World,WO
165, New nucleic acid molecule encoding two-component RNA targeting system comprising nucleic acid sequence encoding truncated nuclease-inactive RNA-targeted Cas9 polypeptide and single guide RNA sequence used to treat disease e.g. cancer.,US2019040370-A1,2019,English,7,World,US
166," Pharmaceutical composition, health functional food or anti-absorption agent useful for preventing or treating Middle East respiratory syndrome, contains 3-((3-methyl-1-((3-methylbutyl)carbamoyl)butyl)carbamoyl)oxirane-2-carboxylic acid.",WO2019022357-A1,2019,,3,World,WO
167," Medicinal composition useful in preparing medicine for treating or preventing an individual infected with a virus including e.g. H1N1, H2N2, H3N2, H5N1, H7N7, H1N2, H9N2, H7N2, H7N3, H10N7, H5N2, H5N3, H5N6, H5N8, H6N1, H7N9 and H10N8.",CN109276563-A,2019,Chinese,1,China,CN
168," Treating subject in need of treatment for disease caused by a loss of function or activity of a protein, involves removing, reducing, depleting, inhibiting, inactivating or capturing adeno-associated virus binding antibodies.",WO2019018439-A1,2019,English,5,World,WO
169," Treating or preventing viral infection by virion in subject involves by administering to subject, recombinant antibody with specific affinity for virion, and comprising human or humanized crystallizable fragment (Fc) region.",US2019023769-A1,2019,English,0,World,US
170," Composition for vaccinating general population during pandemic, comprises one or more non-live antigens derived from respectively relevant pathogen, where one or more antigens are Herpes zoster, Polio, Hepatitis A, Seasonal Influenza.",EP3431101-A1,2019,English,7,World,EP
171, Attenuated virus for preventing subject from becoming afflicted with virus-associated disease comprises viral genome including modified protein encoding sequence having codon pair bias less than codon pair bias of parent protein sequence.,EP3431099-A1,2019,English,1,World,EP
172," Use of saponin compound or its salt, prodrug and solvate in preparation of medicament for targeting programmed cell death protein 1.",WO2019011293-A1,2019,Chinese,9,World,WO
173," Kit useful for detecting respiratory pathogens, comprises detection reagent pre-packaged and lyophilized in microfluidic chip well, control reagent containing negative control and positive control.",CN109207639-A,2019,Chinese,9,JiangSu,CN
174," New cat interferon-omega useful in preparation of antiviral drug for preventing or treating infectious disease caused by virus, preferably intestinal coronavirus and parvovirus in cat, comprises specific amino acid sequence.",CN109206502-A,2019,Chinese,6,China,CN
175, New cat interferon useful in preparing antiviral medicine for treating or preventing viral infections including Feline coronavirus and feline parvovirus in cats.,CN109206501-A,2019,Chinese,5,China,CN
176, New variable region sequence specifically binding to pseudorabies virus gD protein useful for preventing and/or treating disease associated with pseudorabies virus infection.,CN109206509-A,2019,Chinese,7,China,CN
177," Use of class 2, type VI clustered regularly interspaced short palindromic repeats system for treating, preventing, suppressing, or alleviating viral pathogenesis, infection, propagation and/or replication in mammalian subject.",WO2019010422-A1,2019,English,2,World,WO
